Product Name,MRP,Short description
Woven Legacy Striped Pure Cotton Casual Shirt,2299,"Special Technique/Craft:
India is home to, a plethora of handlooms, weaves, and handicrafts. It's a different feeling of owning a material that has been carefully put together and woven, and these ethnic weaves, produced indigenously, are each a unique specimen handed down as family heirlooms generation after generation.

Kurta design:
Region: Tamil Nadu
White vertical striped shirt
opaque Casual shirt
Has a spread collar
Button placket
1 patch pocket
long regular sleeves
Curved hem
Technique: South Cotton (Woven Legacy)
Disclaimer:
This is a handcrafted dress and is prone to color bleeding due to the use of natural dyes
The print on the garment might be unevenly owning to the handcrafted nature of the product, adding essence to the garment.
Taavi uses a sustainable thread for the manufacturing of its garments."
Men Dark Olive Green Solid Slim Fit Pure Cotton Casual Shirt,1999,"Dark Olive green solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Striped Cotton Casual Shirt,2299,"Blue vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, long roll-up sleeves, curved hem"
Men Black & Olive Green Comfort Checked Cotton Raw Edge Hooded Shirt,1849,"Black and olive green checked comfort fit opaque raw edge Casual shirt ,has a hooded, button placket, sleeveless, straight hem"
Men Yellow Printed Cotton Slim Fit Casual Shirt,1625,"Yellow micro ditsy printed opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Woven Legacy Striped Pure Cotton Casual Shirt,2299,"Special Technique/Craft:
India is home to a plethora of handlooms, weaves and handicrafts. It's a different feeling of owning a material that has been carefully put together and woven, and these ethnic weaves, produced indigenously, are each a unique specimen handed down as family heirlooms generation after generation.

Design:
Region: Tamil Nadu
Multicoloured vertical striped opaque casual shirt
Has a band collar
Button placket
1 patch pocket
Long regular sleeves
Curved hem
Craft: Woven Legacy
Disclaimer:
This is a handcrafted shirt and is prone to colour bleeding due to the use of natural dyes
 The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment.
Taavi uses sustainable thread for the manufacturing of its garments."
Men White Solid Cotton Casual Shirt with Applique Detail,2999,"White solid casual shirt with applique detail, has a button-down collar, long sleeves, button placket, and curved hem"
Men Brown & White Slim Fit Striped Pure Cotton Casual Shirt,2599,"Brown vertical striped casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Cotton Slim Fit Checked Casual Shirt,3099,"Green other checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Blue Standard Slim Fit Printed Cotton Casual Shirt,2199,"Blue abstract printed opaque Casual shirt ,has a slim collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Checked Pure Cotton Casual Shirt,1999,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, patch pocket, long regular sleeves, curved hem"
Men Ethnic Printed Casual Cotton Shirt,899,"Ethnic printed opaque Casual shirt ,has a button-down collar, button placket, 1 pocket, short regular sleeves, curved hem"
The Lifestyle Co Men Navy Blue Solid Casual Pure Cotton Shirt with Embroidery,2199,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 2 flap pockets, long roll-up sleeves, curved hem"
Men Mauve & Black Checked Pure Cotton Casual Sustainable Shirt,2099,"Mauve and Black checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
The Lifestyle Co Men Sea Green Cotton Casual Shirt,2199,"Sea green solid opaque casual shirt, has a spread collar, button placket, 2 flap pockets, long roll-up sleeves, curved hem"
Men Tartan Checked Casual Cotton Shirt,899,"Tartan checks opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, has a button cuff, curved hem"
Men Slim Fit Pure Cotton Casual Shirt,1799,"Solid opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Red And White Tartan Check Slim Fit Cotton Casual Shirt,1799,"Red tartan check opaque Casual shirt
Spread collar
Button placket
1 patch pocket
Short regular sleeves
Curved hem
Slim fit"
Men Blue Striped Cotton Casual Shirt,1049,"Blue vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Vertical Striped Pure Cotton Casual Shirt,2999,"Blue vertical striped Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Solid Regular Fit Cotton Formal Shirt,3049,"Navy Blue solid opaque casual shirt
Spread collar
Button placket
1 patch pocket
Long regular sleeves
Straight hem
Regular fit"
Men Blue & Red Slim Fit Printed Cotton Casual Shirt,1290,"Blue and red geometric printed opaque casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Grey Printed Cotton Casual Shirt,2499,"Grey abstract printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Green Standard Slim Fit Striped Pure Cotton Casual Shirt,2299,"White vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Plus Size Cotton Slim Fit Casual Shirt,1749,"Plus Size Olive green solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Slim Fit Printed Pure Cotton Casual Shirt,1599,"Teal Green conversational printed opaque Casual shirt
Has a cuban collar
Button placket
Short regular sleeves
Curved hem"
Men Black Checked Pure Cotton Casual Shirt,1899,"Black checked opaque Casual shirt, has a band collar, button placket, long roll-up sleeves, curved hem"
Men Black Printed Cotton Casual Shirt,1799,"Black ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Charcoal Grey Pure Cotton Sustainable Casual Shirt,1999,"Charcoal grey solid casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
Men Checked Pure Linen Casual Shirt,3199,"Other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Green Slim Fit Cotton Casual Shirt,1799,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue & Grey Checked Pure Cotton Casual Shirt,1899,"Blue & grey other checks checked opaque Casual shirt ,has a spread collar, snap button placket, 2 pocket, long regular sleeves, straight hem"
Men Blue Slim Fit Checked Pure Cotton ???Casual Shirt,1899,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Navy Blue & Brown Tartan Checked Pure Cotton Sustainable Casual Shirt,1299,"Navy blue and brown tartan checked casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Solid Comfort Casual Pure Cotton Shirt,2299,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Striped Pure Cotton Casual Shirt,1599,"Navy blue vertical striped opaque Casual shirt ,has a cutaway collar, button placket, short regular sleeves, curved hem"
Men Off White Slim Fit Solid Linen Casual Shirt,3599,"Off white solid opaque linen casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Navy Blue & White Tartan Checked Cotton Casual Shirt,2299,"Navy blue & white tartan checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Black Horizontal Striped Cotton Casual Shirt,2299,"Black horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Printed Casual Shirt,1599,"Blue & white abstract printed opaque casual shirt, has a spread collar, button placket, short regular sleeves, curved hem"
Men Modern Slim Fit Striped Pure Cotton Casual Shirt,2199,"White vertical stripes striped opaque casual shirt ,has a spread collar, button placket, na pocket, short regular sleeves, curved hem"
Men Casual Cotton Shirt,1999,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black & Green Checked Pure Cotton Slim Fit Casual Shirt,2399,"Black tartan checks checked opaque Casual shirt ,has a cutaway collar, button placket, 3 patch pocket, long regular sleeves, curved hem"
Men Standard Slim Fit Casual Cotton Shirt,1999,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Tropical Printed Casual Shirt,1698,"White, blue & olive green tropical printed opaque casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Pink & White Standard Slim Fit Ombre Printed Pure Cotton Casual Shirt,2199,"Pink & white ombre printed opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Coral Slim Fit Floral Printed Cotton Casual Shirt,1199,"Coral floral printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Mustard Brown Linen Cotton Solid Casual Shirt,1999,"Mustard brown solid casual shirt ,has a spread collar, button placket, 2 flap pocket, short roll-up sleeves, curved hem"
Men Blue Slim Fit Printed Pure Cotton Casual Shirt,1995,"Blue printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Navy Blue & Red Striped Pure Cotton Regular Fit Casual Shirt,1899,"Navy Blue and Red striped casual shirt, has a button-down collar, long sleeves, button placket, and curved hem"
Men Purple Solid Slim Fit Cotton Casual Shirt,1699,"Purple solid solid opaque Casual shirt ,has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Classic Cotton Casual Shirt,1999,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Conversational Printed Casual Shirt,799,"Navy blue conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Plus Size Blue Cotton Casual Shirt,2499,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, short regular sleeves, curved hem"
Men Red Classic Buffalo Checked Cotton Casual Shirt,1049,"Red buffalo checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Micro Ditsy Printed Casual Shirt,799,"Green micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Micro Ditsy Printed Casual Shirt,799,"Yellow micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Orange Striped Pure Cotton Slim Fit Casual Shirt,2299,"Orange vertical striped opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Mustard Yellow Tartan Checked Pure Cotton Slim Fit Casual Shirt,2299,"Mustard yellow tartan checked opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Slim Fit Tartan Checked Cotton Casual Shirt,2899,"Red tartan checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Slim Fit Tartan Checked Cotton Casual Shirt,2899,"Tartan checks checked opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Tartan Checks Cotton Slim Fit Casual Shirt,2299,"Tartan checks
Opaque
Casual shirt
Has a spread collar
Button placket
1 patch pocket
Long regular sleeves
Curved hem"
Men Grey Slim Fit Tartan Checks Cotton Casual Shirt,2598,"Grey tartan checks opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Blue Self-Design Mandarin Collar Cotton Linen Casual Shirt,1999,"Blue self design opaque casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Cotton Casual Shirt,1149,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Slim Fit Checked Cotton Casual Shirt,1999,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Maroon Tartan Checked Casual Cotton Shirt,1999,"Maroon tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Floral Printed Pure Cotton Casual Shirt,2099,"Burgundy floral printed opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
